location_id,district_id,location_reference_id,location_name,city,latitude,longitude,location_type,atm_count,area_risk_baseline,source,source_id,operator,brand,address,data_status
OSM00024,TN03,,Canara Bank,Chennai,13.0237,80.2233,ATM,1,0.5,OpenStreetMap,416015391,Canara Bank,Canara Bank,,real_world_reference
OSM00025,TN04,,ATM,Coimbatore,11.0013,77.0323,ATM,1,0.5,OpenStreetMap,472267689,,,,real_world_reference
OSM00026,TN04,,State Bank of India,Coimbatore,10.9969,77.0007,ATM,1,0.5,OpenStreetMap,472267696,State Bank of India,State Bank of India,,real_world_reference
OSM00027,TN04,,ATM,Coimbatore,10.998,76.9872,ATM,1,0.5,OpenStreetMap,472267698,,,,real_world_reference
OSM00028,TN04,,ATM,Coimbatore,10.9981,76.9835,ATM,1,0.5,OpenStreetMap,472267699,,,,real_world_reference
OSM00029,TN35,,ATM,The Nilgiris,11.3669,76.7666,ATM,1,0.5,OpenStreetMap,472268717,,,,real_world_reference
OSM00030,TN35,,State Bank of India,The Nilgiris,11.3791,76.7456,ATM,1,0.5,OpenStreetMap,472268719,State Bank of India,State Bank of India,,real_world_reference
OSM00031,TN35,,ATM,The Nilgiris,11.4111,76.7074,ATM,1,0.5,OpenStreetMap,472268739,,,,real_world_reference
OSM00032,TN35,,ATM,The Nilgiris,11.3003,76.9386,ATM,1,0.5,OpenStreetMap,472269725,SBI Bank,,,real_world_reference
OSM00033,TN25,,State Bank of India,Thanjavur,10.7858,79.1356,ATM,1,0.5,OpenStreetMap,542908657,State Bank of India,State Bank of India,,real_world_reference
OSM00034,TN03,,HDFC Bank,Chennai,12.9431,80.1342,ATM,1,0.5,OpenStreetMap,559841144,HDFC Bank,HDFC Bank,,real_world_reference
OSM00035,TN03,,HDFC Bank,Chennai,12.9427,80.1402,ATM,1,0.5,OpenStreetMap,560212202,HDFC Bank,HDFC Bank,,real_world_reference
OSM00036,TN03,,Karur Vysya Bank,Chennai,12.9428,80.1401,ATM,1,0.5,OpenStreetMap,560212203,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00037,TN03,,Karur Vysya Bank,Chennai,12.9514,80.1426,ATM,1,0.5,OpenStreetMap,560652261,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00038,TN02,,State Bank of India,Chengalpattu,12.6179,80.1941,ATM,1,0.5,OpenStreetMap,577324146,State Bank of India,State Bank of India,,real_world_reference
OSM00039,TN03,,State Bank of India,Chennai,12.9458,80.1382,ATM,1,0.5,OpenStreetMap,577485298,State Bank of India,State Bank of India,,real_world_reference
OSM00040,TN03,,Canara Bank,Chennai,12.9519,80.1408,ATM,1,0.5,OpenStreetMap,593999571,Canara Bank,Canara Bank,,real_world_reference
OSM00041,TN04,,ATM,Coimbatore,10.9969,76.9962,ATM,1,0.5,OpenStreetMap,619724588,,,,real_world_reference
OSM00042,TN04,,ATM,Coimbatore,11.0212,76.9943,ATM,1,0.5,OpenStreetMap,619724601,,,,real_world_reference
OSM00043,TN04,,ATM,Coimbatore,11.0243,77.0064,ATM,1,0.5,OpenStreetMap,619724602,,,,real_world_reference
OSM00044,TN04,,ATM,Coimbatore,11.0256,77.0163,ATM,1,0.5,OpenStreetMap,619724610,,,,real_world_reference
OSM00045,TN25,,ICICI Bank,Thanjavur,10.7693,79.1132,ATM,1,0.5,OpenStreetMap,665691867,ICICI Bank,ICICI Bank,,real_world_reference
OSM00046,TN25,,State Bank of India,Thanjavur,10.7695,79.113,ATM,1,0.5,OpenStreetMap,665784942,State Bank of India,State Bank of India,,real_world_reference
OSM00047,TN08,,CUB ATM,Erode,11.3106,77.5514,ATM,1,0.5,OpenStreetMap,725580768,City Union Bank,,,real_world_reference
OSM00048,TN04,,State Bank of India,Coimbatore,11.013,76.9859,ATM,1,0.5,OpenStreetMap,728342534,State Bank of India,State Bank of India,,real_world_reference
OSM00049,TN04,,ATM,Coimbatore,11.0415,76.9827,ATM,1,0.5,OpenStreetMap,729610889,Karur Visya Bank,,,real_world_reference
OSM00050,TN04,,ATM,Coimbatore,11.0409,76.9823,ATM,1,0.5,OpenStreetMap,729617687,Indian Bank,Indian Bank,,real_world_reference
OSM00051,TN08,,Axis Bank,Erode,11.3448,77.7181,ATM,1,0.5,OpenStreetMap,835522747,Axis Bank,Axis Bank,,real_world_reference
OSM00052,TN04,,ATM,Coimbatore,10.9954,76.9754,ATM,1,0.5,OpenStreetMap,838919294,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00053,TN08,,State Bank of India,Erode,11.3288,77.7258,ATM,1,0.5,OpenStreetMap,846866562,State Bank of India,State Bank of India,,real_world_reference
OSM00054,TN03,,Axis Bank,Chennai,13.0676,80.209,ATM,1,0.5,OpenStreetMap,941432586,Axis Bank,Axis Bank,,real_world_reference
OSM00055,TN04,,ATM,Coimbatore,11.0135,76.9859,ATM,1,0.5,OpenStreetMap,1037066718,ATM of ING,,,real_world_reference
OSM00056,TN04,,ATM,Coimbatore,11.039,76.9797,ATM,1,0.5,OpenStreetMap,1039492945,Syndicate Bank,Syndicate Bank,,real_world_reference
OSM00057,TN04,,ATM,Coimbatore,11.0407,76.982,ATM,1,0.5,OpenStreetMap,1039492964,South Indian Bank,South Indian Bank,,real_world_reference
OSM00058,TN04,,ATM,Coimbatore,11.0328,76.9791,ATM,1,0.5,OpenStreetMap,1039511740,IndiasInd Bank,,Ganapathy - Avarampalayam Road,real_world_reference
OSM00059,TN04,,State Bank of India,Coimbatore,11.0254,76.9787,ATM,1,0.5,OpenStreetMap,1039518331,State Bank of India,State Bank of India,,real_world_reference
OSM00060,TN03,,ATM,Chennai,12.9447,80.1212,ATM,1,0.5,OpenStreetMap,1110072376,HDFC Bank,HDFC Bank,,real_world_reference
OSM00061,TN04,,ATM,Coimbatore,10.8785,77.0033,ATM,1,0.5,OpenStreetMap,1114862714,,,,real_world_reference
OSM00062,TN03,,Corporation Bank,Chennai,12.9367,80.1301,ATM,1,0.5,OpenStreetMap,1119734266,Corporation Bank,Corporation Bank,,real_world_reference
OSM00063,TN26,,ATM,Theni,10.2354,77.4921,ATM,1,0.5,OpenStreetMap,1167005798,Indian Bank,Indian Bank,,real_world_reference
OSM00064,TN02,,State Bank of India,Chengalpattu,12.7306,80.0005,ATM,1,0.5,OpenStreetMap,1212798278,State Bank of India,State Bank of India,,real_world_reference
OSM00065,TN03,,HDFC Bank,Chennai,12.9728,80.258,ATM,1,0.5,OpenStreetMap,1237042999,HDFC Bank,HDFC Bank,,real_world_reference
OSM00066,TN35,,ICICI Bank,The Nilgiris,11.3505,76.8002,ATM,1,0.5,OpenStreetMap,1311589326,ICICI Bank,ICICI Bank,,real_world_reference
OSM00067,TN31,,ATM,Tirunelveli,8.7363,77.893,ATM,1,0.5,OpenStreetMap,1336500423,Infant Jesus College,,,real_world_reference
OSM00068,TN31,,ATM,Tirunelveli,8.7375,77.8915,ATM,1,0.5,OpenStreetMap,1336500425,,,,real_world_reference
OSM00069,TN13,,ATM,Madurai,9.9051,78.1053,ATM,1,0.5,OpenStreetMap,1370907334,,,,real_world_reference
OSM00070,TN03,,ATM,Chennai,12.958,80.2069,ATM,1,0.5,OpenStreetMap,1388204323,,,,real_world_reference
OSM00071,TN04,,ICICI Bank,Coimbatore,11.2426,76.9593,ATM,1,0.5,OpenStreetMap,1423853275,ICICI Bank,ICICI Bank,north car street,real_world_reference
OSM00072,TN04,,State Bank of India,Coimbatore,11.2428,76.9607,ATM,1,0.5,OpenStreetMap,1423853785,State Bank of India,State Bank of India,,real_world_reference
OSM00073,TN04,,ATM,Coimbatore,11.026,76.946,ATM,1,0.5,OpenStreetMap,1425221975,,,,real_world_reference
OSM00074,TN06,,ATM,Dharmapuri,12.0167,78.0891,ATM,1,0.5,OpenStreetMap,1444077552,,,NH7,real_world_reference
OSM00075,TN03,,ATM,Chennai,12.9772,80.262,ATM,1,0.5,OpenStreetMap,1453625106,,,,real_world_reference
OSM00076,TN04,,ATM,Coimbatore,11.0276,76.9469,ATM,1,0.5,OpenStreetMap,1464278670,,,,real_world_reference
OSM00077,TN04,,ATM,Coimbatore,11.0269,76.947,ATM,1,0.5,OpenStreetMap,1464278812,,,,real_world_reference
OSM00078,TN25,,ATM,Thanjavur,10.7745,79.1221,ATM,1,0.5,OpenStreetMap,1464853716,State Bank of India,State Bank of India,,real_world_reference
OSM00079,TN25,,ATM,Thanjavur,10.7742,79.1221,ATM,1,0.5,OpenStreetMap,1464853869,UTI Bank,,,real_world_reference
OSM00080,TN04,,State Bank of India,Coimbatore,11.026,76.9511,ATM,1,0.5,OpenStreetMap,1468078997,State Bank of India,State Bank of India,,real_world_reference
OSM00081,TN04,,ICICI Bank,Coimbatore,10.9969,77.001,ATM,1,0.5,OpenStreetMap,1468324426,ICICI Bank,ICICI Bank,,real_world_reference
OSM00082,TN04,,Karur Vysya Bank,Coimbatore,10.9969,77.0005,ATM,1,0.5,OpenStreetMap,1468324458,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00083,TN35,,Axis Bank,The Nilgiris,11.2981,76.9394,ATM,1,0.5,OpenStreetMap,1469080935,Axis Bank,Axis Bank,"mettupalayam Road, mettupalayam",real_world_reference
OSM00084,TN35,,ICICI Bank,The Nilgiris,11.2997,76.9387,ATM,1,0.5,OpenStreetMap,1469082189,ICICI Bank,ICICI Bank,,real_world_reference
OSM00085,TN04,,Karur Vysya Bank,Coimbatore,11.0782,76.9864,ATM,1,0.5,OpenStreetMap,1469134231,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00086,TN04,,ATM,Coimbatore,11.0135,76.9673,ATM,1,0.5,OpenStreetMap,1469140130,KVB,,,real_world_reference
OSM00087,TN04,,ATM,Coimbatore,11.0801,76.9983,ATM,1,0.5,OpenStreetMap,1469151232,Canara Bank,Canara Bank,,real_world_reference
OSM00088,TN04,,State Bank of India,Coimbatore,11.0041,76.9835,ATM,1,0.5,OpenStreetMap,1470427948,State Bank of India,State Bank of India,,real_world_reference
OSM00089,TN04,,ATM,Coimbatore,11.0318,76.9506,ATM,1,0.5,OpenStreetMap,1470545679,Indian Overseas Bank ATM,,,real_world_reference
OSM00090,TN04,,ATM,Coimbatore,11.0438,76.9477,ATM,1,0.5,OpenStreetMap,1470545682,State Bank of India,State Bank of India,,real_world_reference
OSM00091,TN04,,ATM,Coimbatore,11.0506,76.9463,ATM,1,0.5,OpenStreetMap,1470545684,IDBI ATM,,,real_world_reference
OSM00092,TN04,,ATM,Coimbatore,11.0507,76.9466,ATM,1,0.5,OpenStreetMap,1470545690,State Bank of India,State Bank of India,,real_world_reference
OSM00093,TN35,,Tamilnad Mercantile Bank Limited,The Nilgiris,11.3055,76.9353,ATM,1,0.5,OpenStreetMap,1470800468,Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,,real_world_reference
OSM00094,TN35,,Indian Bank,The Nilgiris,11.3086,76.9328,ATM,1,0.5,OpenStreetMap,1470805017,Indian Bank,Indian Bank,,real_world_reference
OSM00095,TN35,,Syndicate Bank,The Nilgiris,11.3086,76.9327,ATM,1,0.5,OpenStreetMap,1470807577,Syndicate Bank,Syndicate Bank,,real_world_reference
OSM00096,TN04,,ICICI Bank,Coimbatore,11.1502,76.9438,ATM,1,0.5,OpenStreetMap,1470947534,ICICI Bank,ICICI Bank,,real_world_reference
OSM00097,TN04,,ICICI Bank,Coimbatore,11.0177,76.958,ATM,1,0.5,OpenStreetMap,1471863397,ICICI Bank,ICICI Bank,,real_world_reference
OSM00098,TN04,,ATM,Coimbatore,11.0237,76.978,ATM,1,0.5,OpenStreetMap,1472189080,Indian Bank ATM,,,real_world_reference
OSM00099,TN04,,State Bank of India,Coimbatore,11.0213,76.971,ATM,1,0.5,OpenStreetMap,1472193033,State Bank of India,State Bank of India,,real_world_reference
OSM00100,TN04,,ATM,Coimbatore,11.0081,76.9504,ATM,1,0.5,OpenStreetMap,1472230496,,,,real_world_reference
OSM00101,TN04,,ATM,Coimbatore,11.0098,76.9501,ATM,1,0.5,OpenStreetMap,1472230516,,,,real_world_reference
OSM00102,TN04,,Indian Overseas Bank,Coimbatore,11.0064,76.9512,ATM,1,0.5,OpenStreetMap,1472619300,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00103,TN04,,Indian Bank,Coimbatore,11.0051,76.9511,ATM,1,0.5,OpenStreetMap,1472620587,Indian Bank,Indian Bank,,real_world_reference
OSM00104,TN04,,ATM,Coimbatore,11.0036,76.9517,ATM,1,0.5,OpenStreetMap,1472703574,STATE BANK OF MYSORE,,,real_world_reference
OSM00105,TN04,,South Indian Bank,Coimbatore,11.0195,76.9642,ATM,1,0.5,OpenStreetMap,1473802703,South Indian Bank,South Indian Bank,,real_world_reference
OSM00106,TN04,,ATM,Coimbatore,11.0192,76.963,ATM,1,0.5,OpenStreetMap,1473802706,AXIS,,,real_world_reference
OSM00107,TN04,,HDFC Bank,Coimbatore,11.0198,76.9662,ATM,1,0.5,OpenStreetMap,1473802736,HDFC Bank,HDFC Bank,,real_world_reference
OSM00108,TN04,,ATM,Coimbatore,11.0763,77.0024,ATM,1,0.5,OpenStreetMap,1474330371,Indian Bank,Indian Bank,,real_world_reference
OSM00109,TN04,,ATM,Coimbatore,11.0646,77.0001,ATM,1,0.5,OpenStreetMap,1474360031,Karur Vysa Bank,,,real_world_reference
OSM00110,TN04,,ATM,Coimbatore,11.059,76.9971,ATM,1,0.5,OpenStreetMap,1474366515,Pallavan Grama Bank,,,real_world_reference
OSM00111,TN04,,ATM,Coimbatore,11.0591,76.9972,ATM,1,0.5,OpenStreetMap,1474366521,State Bank of India,State Bank of India,,real_world_reference
OSM00112,TN04,,South Indian Bank,Coimbatore,10.9947,76.9667,ATM,1,0.5,OpenStreetMap,1474427078,South Indian Bank,South Indian Bank,,real_world_reference
OSM00113,TN04,,ATM,Coimbatore,10.9941,76.9651,ATM,1,0.5,OpenStreetMap,1474730774,Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,,real_world_reference
OSM00114,TN04,,State Bank of India,Coimbatore,10.9937,76.9618,ATM,1,0.5,OpenStreetMap,1474742090,State Bank of India,State Bank of India,,real_world_reference
OSM00115,TN04,,Syndicate Bank,Coimbatore,10.9925,76.9577,ATM,1,0.5,OpenStreetMap,1474803270,Syndicate Bank,Syndicate Bank,,real_world_reference
OSM00116,TN04,,Indian Overseas Bank,Coimbatore,10.9948,76.9593,ATM,1,0.5,OpenStreetMap,1474811286,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00117,TN04,,ATM,Coimbatore,10.995,76.9589,ATM,1,0.5,OpenStreetMap,1474815496,CSB,,,real_world_reference
OSM00118,TN04,,ATM,Coimbatore,10.9465,76.9371,ATM,1,0.5,OpenStreetMap,1474921995,State Bank of India,State Bank of India,,real_world_reference
OSM00119,TN36,,HDFC Bank,Vellore,12.9697,79.1552,ATM,1,0.5,OpenStreetMap,1619807760,HDFC Bank,HDFC Bank,,real_world_reference
OSM00120,TN03,,State Bank of India,Chennai,13.119,80.1576,ATM,1,0.5,OpenStreetMap,1621245804,State Bank of India,State Bank of India,,real_world_reference
OSM00121,TN03,,Axis Bank,Chennai,13.1186,80.1572,ATM,1,0.5,OpenStreetMap,1621245933,Axis Bank,Axis Bank,,real_world_reference
OSM00122,TN03,,State Bank of India,Chennai,13.0109,80.2366,ATM,1,0.5,OpenStreetMap,1645214211,State Bank of India,State Bank of India,,real_world_reference
OSM00123,TN03,,Indian Bank,Chennai,13.011,80.2366,ATM,1,0.5,OpenStreetMap,1645214388,Indian Bank,Indian Bank,,real_world_reference
OSM00124,TN03,,ATM,Chennai,13.0906,80.1975,ATM,1,0.5,OpenStreetMap,1653972482,HDFC Bank,HDFC Bank,,real_world_reference
OSM00125,TN03,,UCO Bank,Chennai,12.9312,80.2032,ATM,1,0.5,OpenStreetMap,1666844553,UCO Bank,UCO Bank,,real_world_reference
OSM00126,TN35,,ATM,The Nilgiris,11.408,76.7069,ATM,1,0.5,OpenStreetMap,1678178090,HDFC Bank,HDFC Bank,,real_world_reference
OSM00127,TN03,,Indian Overseas Bank,Chennai,12.9206,80.169,ATM,1,0.5,OpenStreetMap,1693478644,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00128,TN03,,ATM,Chennai,12.9489,80.1854,ATM,1,0.5,OpenStreetMap,1710712624,,,,real_world_reference
OSM00129,TN03,,ATM,Chennai,12.9489,80.1853,ATM,1,0.5,OpenStreetMap,1710713786,,,,real_world_reference
OSM00130,TN03,,Axis Bank,Chennai,12.9851,80.2519,ATM,1,0.5,OpenStreetMap,1726088618,Axis Bank,Axis Bank,,real_world_reference
OSM00131,TN20,,ATM,Ramanathapuram,9.2332,78.7851,ATM,1,0.5,OpenStreetMap,1769185789,,,,real_world_reference
OSM00132,TN33,,State Bank of India,Tiruppur,11.2393,77.4948,ATM,1,0.5,OpenStreetMap,1824096667,State Bank of India,State Bank of India,,real_world_reference
OSM00133,TN03,,ATM,Chennai,13.0575,80.1278,ATM,1,0.5,OpenStreetMap,1833971623,ICICI Bank,ICICI Bank,,real_world_reference
OSM00134,TN37,,ATM,Viluppuram,11.9216,79.6109,ATM,1,0.5,OpenStreetMap,1841315524,Indian Bank,Indian Bank,,real_world_reference
OSM00135,TN24,,ATM,Tenkasi,8.9162,77.3814,ATM,1,0.5,OpenStreetMap,1891058752,Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,,real_world_reference
OSM00136,TN24,,ATM,Tenkasi,8.9125,77.3891,ATM,1,0.5,OpenStreetMap,1891058753,,,,real_world_reference
OSM00137,TN24,,ATM,Tenkasi,8.916,77.3815,ATM,1,0.5,OpenStreetMap,1891058755,Axis Bank,Axis Bank,,real_world_reference
OSM00138,TN12,,State Bank of India,Krishnagiri,12.5225,77.7913,ATM,1,0.5,OpenStreetMap,1906481703,State Bank of India,State Bank of India,,real_world_reference
OSM00139,TN04,,Bank Atm,Coimbatore,11.0759,77.0023,ATM,1,0.5,OpenStreetMap,1913577470,,,,real_world_reference
OSM00140,TN03,,HDFC Bank,Chennai,12.9777,80.2619,ATM,1,0.5,OpenStreetMap,1914143613,HDFC Bank,HDFC Bank,,real_world_reference
OSM00141,TN24,,State Bank of India,Tenkasi,8.9788,77.4184,ATM,1,0.5,OpenStreetMap,1918546984,State Bank of India,State Bank of India,,real_world_reference
OSM00142,TN24,,ATM,Tenkasi,8.9772,77.4201,ATM,1,0.5,OpenStreetMap,1918562942,TMB,,,real_world_reference
OSM00143,TN06,,ATM,Dharmapuri,12.3162,78.206,ATM,1,0.5,OpenStreetMap,1930283751,Lakshmi Vilas Bank,,,real_world_reference
OSM00144,TN06,,Indian Bank,Dharmapuri,12.3095,78.2032,ATM,1,0.5,OpenStreetMap,1930283800,Indian Bank,Indian Bank,,real_world_reference
OSM00145,TN03,,ATM,Chennai,13.0674,80.2063,ATM,1,0.5,OpenStreetMap,1948636965,ICICI Bank,ICICI Bank,,real_world_reference
OSM00146,TN03,,ATM,Chennai,13.0672,80.206,ATM,1,0.5,OpenStreetMap,1948638529,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00147,TN03,,ATM,Chennai,13.0673,80.2053,ATM,1,0.5,OpenStreetMap,1948639211,State Bank of India,State Bank of India,,real_world_reference
OSM00148,TN03,,ICICI Bank,Chennai,13.0252,80.2225,ATM,1,0.5,OpenStreetMap,1948966238,ICICI Bank,ICICI Bank,,real_world_reference
OSM00149,TN03,,ATM,Chennai,13.0367,80.2164,ATM,1,0.5,OpenStreetMap,1955943163,Karur Vysa Bank ATM,,,real_world_reference
OSM00150,TN03,,ATM,Chennai,13.0219,80.1739,ATM,1,0.5,OpenStreetMap,1955972449,HDFC Bank,HDFC Bank,,real_world_reference
OSM00151,TN05,,Indian Bank,Cuddalore,11.6053,79.5074,ATM,1,0.5,OpenStreetMap,1971425736,Indian Bank,Indian Bank,,real_world_reference
OSM00152,TN05,,ICICI Bank,Cuddalore,11.6052,79.5074,ATM,1,0.5,OpenStreetMap,1971427060,ICICI Bank,ICICI Bank,,real_world_reference
OSM00153,TN03,,ATM,Chennai,12.9489,80.1834,ATM,1,0.5,OpenStreetMap,2039504295,Canara Bank,Canara Bank,,real_world_reference
OSM00154,TN03,,ATM,Chennai,12.9496,80.1832,ATM,1,0.5,OpenStreetMap,2039504298,,,,real_world_reference
OSM00155,TN32,,State Bank of India,Tirupathur,12.5859,78.6314,ATM,1,0.5,OpenStreetMap,2055590078,State Bank of India,State Bank of India,,real_world_reference
OSM00156,TN03,,HDFC Bank,Chennai,12.9343,80.2038,ATM,1,0.5,OpenStreetMap,2077234670,HDFC Bank,HDFC Bank,,real_world_reference
OSM00157,TN03,,ATM,Chennai,12.9455,80.2394,ATM,1,0.5,OpenStreetMap,2082906588,HDFC Bank,HDFC Bank,,real_world_reference
OSM00158,TN03,,ATM,Chennai,12.9444,80.2383,ATM,1,0.5,OpenStreetMap,2083087577,ICICI Bank,ICICI Bank,,real_world_reference
OSM00159,TN03,,ICICI Bank,Chennai,12.9464,80.2398,ATM,1,0.5,OpenStreetMap,2085369289,ICICI Bank,ICICI Bank,,real_world_reference
OSM00160,TN08,,Bank of Baroda,Erode,11.3206,77.6768,ATM,1,0.5,OpenStreetMap,2085712332,Bank of Baroda,Bank of Baroda,,real_world_reference
OSM00161,TN08,,Karur Vysya Bank,Erode,11.3338,77.7043,ATM,1,0.5,OpenStreetMap,2085745664,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00162,TN03,,HDFC Bank,Chennai,12.9825,80.1932,ATM,1,0.5,OpenStreetMap,2116367806,HDFC Bank,HDFC Bank,,real_world_reference
OSM00163,TN03,,Karur Vysya Bank,Chennai,12.9855,80.188,ATM,1,0.5,OpenStreetMap,2116368563,Karur Vysya Bank,Karur Vysya Bank,,real_world_reference
OSM00164,TN03,,Indian Overseas Bank,Chennai,12.9763,80.1884,ATM,1,0.5,OpenStreetMap,2128811324,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00165,TN03,,ICICI Bank,Chennai,12.9937,80.1854,ATM,1,0.5,OpenStreetMap,2150436707,ICICI Bank,ICICI Bank,,real_world_reference
OSM00166,TN03,,Indian Overseas Bank,Chennai,12.9861,80.1885,ATM,1,0.5,OpenStreetMap,2151931902,Indian Overseas Bank,Indian Overseas Bank,,real_world_reference
OSM00167,TN03,,State Bank of India,Chennai,12.9857,80.1887,ATM,1,0.5,OpenStreetMap,2151932128,State Bank of India,State Bank of India,,real_world_reference
OSM00168,TN13,,Canara Bank,Madurai,9.9187,78.1113,ATM,1,0.5,OpenStreetMap,2152139406,Canara Bank,Canara Bank,,real_world_reference
OSM00169,TN26,,ATM,Theni,10.2346,77.4929,ATM,1,0.5,OpenStreetMap,2152354398,CSB,,,real_world_reference
OSM00170,TN26,,ATM,Theni,10.2347,77.4914,ATM,1,0.5,OpenStreetMap,2152354399,HDFC Bank,HDFC Bank,,real_world_reference
OSM00171,TN26,,ATM,Theni,10.2359,77.4934,ATM,1,0.5,OpenStreetMap,2152354401,IDBI Bank,IDBI Bank,,real_world_reference
OSM00172,TN30,,ICICI Bank,Tiruchirappalli,10.8567,78.6897,ATM,1,0.5,OpenStreetMap,2152463972,ICICI Bank,ICICI Bank,,real_world_reference
OSM00173,TN35,,State Bank of India,The Nilgiris,11.3438,76.7922,ATM,1,0.5,OpenStreetMap,2153183788,State Bank of India,State Bank of India,,real_world_reference
OSM00174,TN35,,ATM,The Nilgiris,11.4044,76.6966,ATM,1,0.5,OpenStreetMap,2153184222,Indian Bank,Indian Bank,,real_world_reference
OSM00175,TN34,,ATM,Tiruvannamalai,12.223,79.058,ATM,1,0.5,OpenStreetMap,2154074919,State Bank of India,State Bank of India,,real_world_reference
OSM00176,TN02,,HDFC Bank,Chengalpattu,12.6192,80.1932,ATM,1,0.5,OpenStreetMap,2154131382,HDFC Bank,HDFC Bank,,real_world_reference
OSM00177,TN02,,ICICI Bank,Chengalpattu,12.6198,80.1943,ATM,1,0.5,OpenStreetMap,2154131406,ICICI Bank,ICICI Bank,,real_world_reference
